FEN	Rating
2r2k2/2p4R/4p2p/1p2B3/p7/7P/n1P2PP1/6K1 b - - 2 26	1398
2r3k1/pp1n1r1n/3pp3/8/3PP1B1/2P4P/PP4P1/R4RK1 b - - 2 21	1385
3r1rk1/bppq1p2/p4Rb1/8/3p3p/1BPP3P/PP2Q1PK/5R2 b - - 3 23	910
r1bq1rk1/pp2bppp/2B2n2/2p1N3/5P2/2p5/PPPP2PP/R1BQR1K1 w - - 0 11	1358
8/1p6/7p/2P2pp1/PPk5/8/3K3P/8 w - - 1 46	1398
r7/1p2ppkp/p1p3p1/2Q5/P7/6rb/6B1/RR1NqNK1 w - - 0 28	1276
r4rk1/1pp2npp/3p1q2/pP2p3/P1P1PP2/3Q3P/3RN1P1/5RK1 w - - 0 27	1398
3r1rk1/5pbp/bp4p1/pNqPP3/P4Bn1/3Q1N2/1P3PPP/R3R1K1 w - - 3 21	1398
8/8/8/4k1p1/1p2Np2/1Pb2P2/2P1K3/8 b - - 3 43	1385
r4rk1/1pqb1ppp/p1n1p1n1/3pP2Q/8/2NBR3/PPPB1PPP/R5K1 b - - 4 14	1051
5r2/3r1p1k/R2b2p1/3p3P/1p2p3/1P2P3/1BPP1K2/6R1 b - - 0 30	1367
r3kb1r/1p4p1/p1p1pp1p/3q4/Q2P4/P3PPB1/1P4PP/R4RK1 b kq - 0 17	1229
8/8/2p3K1/2B5/p2P2P1/2kn4/8/8 w - - 1 56	1398
5k2/8/7p/P1R3p1/r3Bn1P/8/5P2/6K1 b - - 0 48	1398
r2qkbnr/pp3ppp/2n3b1/2p1p3/2P2PP1/P2pPN1P/1P1P4/RNBQKB1R w KQkq - 1 10	1299
rn1qkbnr/pp2pppp/8/3p4/6b1/5NP1/PP1PPPBP/RNBQK2R b KQkq - 2 5	1398
r2q1rk1/pp1b2pp/2p5/6B1/3Pp3/2PB4/P1Q3PP/R4RK1 b - - 0 16	1229
2rq1rk1/pp3pp1/3b4/7p/2p1NP2/4Q3/PPP3PP/3R1RK1 b - - 0 19	931
8/pp6/2b3p1/P1KpPkPp/3Pp3/4P1P1/3B4/8 b - - 0 39	1398
4r1k1/p1q2p1p/2Pp2p1/3Q4/1P6/4rP2/P5PP/2RR2K1 w - - 5 27	1398
r4rk1/1p1bq2p/4pbp1/pNn2p2/2P5/PP2P1P1/1BQ2PBP/3R1RK1 w - - 3 21	1066
3rr1k1/2p2pp1/2p4p/1p3b1P/p5P1/4BQ2/Pq3P2/R2B1RK1 w - - 0 22	1378
2r3k1/6pp/p2Q4/3P1q2/Pn5P/2N2pP1/5P1K/2R5 b - - 1 34	1360
5b2/5p1p/2k2p2/r1Np4/PK1Pp3/2P3PP/5P2/R7 b - - 3 27	1337
3r2k1/1p1b1p1p/4p1p1/2P5/2Q2b2/P2B1q2/1P3P1P/1R3RK1 w - - 0 25	1371
8/1p4k1/p4Q2/6P1/1P2BP1P/P3q2N/7K/3q4 b - - 3 67	1031
6k1/4ppb1/6pp/3QP3/1p3P2/1P1r3P/2q3PK/1R3R2 w - - 5 41	1371
4r2k/1p4p1/p1n1Br1p/2bN4/8/7P/PqPQRPP1/4R1K1 b - - 1 20	1270
4r3/3b1p1k/1p2p2p/5p2/1P6/P5R1/1qB2PPP/5QK1 w - - 3 30	1398
br3nk1/6p1/4p3/4Pp1q/2P2Q1P/1PN2PP1/P5K1/3R3R w - - 1 34	1127
r7/2r4p/3k1bp1/8/PPBpp3/8/5PPP/2RR2K1 w - - 1 30	1398
8/3R4/5pk1/2B5/3P1n1p/1N2b1p1/8/7K w - - 2 57	849
2kr3r/p1p1q1b1/1pP1p3/1P1nPnpp/4Q3/P4N2/4BBPP/R1R3K1 b - - 1 23	850
2r5/6Q1/p6R/5p2/6q1/PPp1Ppk1/2P5/1K6 w - - 5 42	1398
5Q2/7p/6q1/2p4k/3r2P1/7P/1P5K/8 b - - 0 49	1132
r6k/pp1bBQ1p/2q3p1/2pN4/2Pb4/8/PP4PP/n4R1K b - - 6 22	856
5rk1/1pQ5/3p4/P2Pp1b1/1P2P3/2R2P2/2K3nq/6R1 w - - 4 47	1398
r2qk2r/1p1np3/p1p1Qnp1/3p3p/8/2NP2P1/PPP1PPBP/R3K2R w KQkq - 1 13	1398
3r1rk1/pp4bp/6p1/q2P1p2/4p3/1PP1B2P/P3BPP1/1R1Q2K1 b - - 3 21	1398
r4rk1/2q1b1pp/p1n1p3/1p1p2B1/3P2n1/1Q3N2/PPPN1PPP/R4RK1 w - - 6 16	1215
8/p3k3/1p2P3/1P1P1Kp1/P4b1p/7B/8/8 b - - 12 60	992
r2qk1nr/p2b1ppp/1pP1p3/3p4/1Qn5/B1P2N2/P3PPPP/R3KB1R b KQkq - 0 11	1398
6rk/1Q4pp/1p3B2/p2R1n2/8/6PP/PPq2PK1/8 w - - 3 30	1398
r4r1k/2p2p1p/1p3PpQ/p7/5R2/P7/1PP1q1PP/R5K1 b - - 1 24	1097
r1r3k1/4ppnp/6p1/q2P1bP1/1p3P1P/1B6/PKPQ4/1N1RR3 w - - 1 25	1398
4r1k1/2B3pp/3R1p2/8/2r5/4PqP1/Q4P1P/6K1 b - - 2 31	1100
8/2q2pk1/p3bRpr/1p1pP3/3P1Q2/P2B4/1P4KP/8 w - - 11 32	1398
4R3/8/1p5p/4k3/2p2n1P/P2r1B2/1PK5/8 b - - 1 45	1398
8/8/4NK2/6Pk/7P/3p4/2b5/8 w - - 0 58	1398
rn2kb1r/4qpp1/1pn1p2p/pb1pP1NQ/2pP1P2/2P5/PPB3PP/R1B2RK1 b kq - 0 13	1398
r1bq1rk1/pp2Bppp/2p1p3/8/2BPn3/5NQ1/PPP2PPP/2KR3R b - - 0 13	1398
2k1r3/2p5/p2b1p2/B2p1bpp/3Pr3/5N1P/PP3PP1/2R1RK2 w - - 0 22	1398
4r1k1/5ppp/5b2/pb6/4B1Q1/2P2PN1/Pq4PP/R6K w - - 0 25	1236
5r1k/6pp/7r/5Q2/3N1P1q/2P4P/PP1n1PP1/4RRK1 b - - 0 23	1013
rn2k2r/pQ3ppp/2pqpn2/3p4/2PP4/4PN2/PP3PPP/Rb2KB1R w KQkq - 0 9	1378
r5k1/pq4pp/3p4/2pn2QB/Np1n4/1P1P3P/P1P5/2K2R2 b - - 2 24	1031
r2r2k1/5pp1/3q3p/p1pnp3/4P3/2P3P1/PPQ2PP1/1K1R3R b - - 0 23	1398
8/p5k1/1p2pr2/3q1p2/4P1p1/1PQ2PP1/P5K1/5R2 b - - 0 35	1152
8/4r1pk/1n5p/3pPP2/3P4/1pr5/1BpN2BP/R4K2 b - - 5 40	1392
r1bq1b1r/pp4p1/2pk2Qp/3np3/2Bn4/2N5/PP3PPP/R1B2RK1 b - - 3 14	1398
2q5/4k2p/4pnp1/N4p2/Pp1Q4/1P4P1/3RPP1P/2r3K1 w - - 1 32	1398
N5k1/pp3pP1/2n1r3/8/2pP1b2/6q1/PP5N/R2Q1R1K w - - 0 21	1000
r4r1k/3n2p1/p1p1Q2p/1p6/1P1q4/P1NP3P/6P1/2R2R1K w - - 1 24	1398
6k1/n2pN1b1/1p1Pp3/pP2Pp2/q7/4Q2P/5B2/6K1 b - - 1 33	1149
6nr/1r1qbk1p/p1N2ppB/1p1P4/2p1N3/Pn5Q/1P3PPP/1R2R1K1 b - - 3 22	910
Q4b1r/3q1k1p/4ppb1/3p4/2p4B/2P1PP2/4B1PP/5RK1 w - - 2 24	1398
r2qr1k1/1bp3pp/3b1p2/p1p2P2/2Qpp2N/1P2P1P1/PBPP1KP1/R6R b - - 1 20	870
5rk1/ppq1r1pp/6p1/3pP3/1PpN1P2/6Q1/P5PP/2R1R1K1 w - - 0 24	1215
1k1r3r/p5p1/1p2p3/2p1Pp2/Q1Pp1P1b/P2n1Bq1/1P3NP1/R1B2RK1 w - - 0 25	1364
5r1k/p7/2p5/1p2p1RP/5q2/3Q4/PP6/6RK w - - 1 39	849
r2q1rk1/ppp1bppp/3p1nb1/4p3/2P1P1PN/1PN4P/PBP2P2/R2Q1RK1 b - - 2 12	1398
r1bq1rk1/3nppbp/p2p2p1/1ppPn3/2P1P3/1P1B1N1P/PBQN1PP1/R3K2R w KQ - 1 12	1398
8/6p1/2rk1pPp/2p1pP1P/2K1P3/1PR5/8/8 b - - 9 43	1256
6k1/pppq3p/2n2pp1/3p4/3P4/2PQ2P1/PP1NrPP1/R5K1 b - - 1 18	1371
r3k3/ppp2p1p/b7/8/Pq6/8/2PN1PPP/R2QK2R w KQq - 0 17	1249
5rk1/4B3/6p1/3p1p1N/3P4/8/5P2/5K2 b - - 1 34	1398
2k5/p6Q/2p1p3/3pP1q1/2PP4/P2Br2p/1P4pK/R3B1R1 w - - 2 36	874
r2q1rk1/p1p1bpp1/2Q2n1p/8/1P2p3/2N2P2/P1P3PP/R1B2RK1 w - - 0 14	1398
r4q1k/b1p3pp/8/1P6/4p1Bn/2P1P3/3BQ1PP/R5K1 w - - 0 26	1398
8/4R3/p4k2/2p1R3/1p6/3P2P1/q1P2P2/6K1 w - - 7 48	1398
r1bq1r2/pp4bk/2p4p/2P2Pn1/1PNpn2Q/P2P4/1B4BP/R4RK1 w - - 0 23	1398
r3k2r/p1p2ppp/2p1p3/3qP3/Q2P4/2P5/P2n1BPP/R3R1K1 b kq - 9 18	1398
r5k1/pp1qr2p/5QpB/3b4/3P4/P6P/1P4P1/3R1R1K w - - 1 26	910
3r3k/pp4p1/2qr3p/2p2Q2/2P2PPP/8/PPP5/1K1R3R w - - 0 24	849
r2q1r2/pp2bpk1/2n1pNpB/3pP3/3P2Q1/2P4P/PP4P1/R4R1K b - - 0 26	870
6Rk/4n2P/1p2pN2/p3P3/2bP4/8/5P2/6K1 b - - 8 41	870
5rk1/4rpp1/1p1p2qp/pPp5/P1P1PQ2/3P2RP/6P1/R5K1 b - - 4 29	1242
4Rnk1/1q3pbp/2p3p1/p1P3B1/1r1P4/3B3P/P4QP1/6K1 b - - 4 27	1144
1r4k1/5pp1/3R1n1p/4p3/1B6/2P2P2/q5PP/4QK2 w - - 0 27	1398
r3kb1r/pppq1ppp/5n2/3Pp3/2P3b1/2N2N2/PP1P1PPP/R1BQK2R w KQkq e6 0 8	1398
3r1k2/pp2Rp1r/1q1P1pp1/3BR3/5p2/2Q4P/PP3P2/1K6 b - - 0 27	1338
r4rk1/1pp1q1pp/2np1n2/p3b3/2P1p3/PPN1P2P/1BQPB1P1/1K1R3R w - - 0 15	1398
r1bqr1k1/pp5p/n2p2pB/2pP1p2/2Pb1P2/P1N2B1P/1PQ3PK/1R3R2 b - - 1 20	1087
6k1/5p1p/5p2/p7/7P/rP4P1/2Kp1P2/3R4 b - - 2 34	931
r1q2rk1/1bp2ppn/3b3p/1p6/7Q/1BN1BP2/PP4PP/R4RK1 w - - 0 19	1398
8/8/1p1p1p2/p1k3p1/2P3P1/PP2K2P/8/8 w - - 1 36	1398
3r2k1/2p1bppp/8/2p1p3/4N3/5PP1/PPP1QK2/R1B4q w - - 6 22	1358
5rk1/p2q1pp1/4p2p/1B2B1PP/P2Pp3/b3P1Q1/5P1R/2K5 w - - 1 30	1168
r2b1r1k/1bq2p1p/p6B/2ppP3/3P2Q1/2P5/P5PP/R4R1K b - - 3 19	1435
r1b3k1/P2nbppp/4p3/1Bpp4/3P1P2/4P1P1/3B3P/R5K1 b - - 1 31	1398
8/p7/2R5/8/5pK1/4p3/k2rn1P1/4R3 w - - 0 47	1398
r1b2r1k/p3q1bP/1pn5/2p1PpN1/5P2/1QPPpN2/PP6/R3K2R b KQ - 4 19	960
8/5p2/p7/P2pPk2/2p1b2P/r1B3P1/8/2R1K3 w - - 0 50	1398
r3k2r/pp1bbp1p/1q1ppp2/8/4N2Q/P3PN2/1Pn2PPP/2KR1B1R w kq - 0 13	1398
5rk1/5pbp/2B3p1/Q7/8/2P2P1P/3q1P2/4R1K1 w - - 1 30	1398
rnbq1rk1/pp2ppbp/3p1np1/8/3NPB2/2NB4/PPP2PPP/R2QK2R w KQ - 4 8	1398
2rq1rk1/pp1n1ppp/1b2p1n1/3pP2Q/1P1P4/P2B3P/4NPP1/R1B1K2R b KQ - 8 16	1385
1Q6/7p/2p3k1/3q1p1p/p1r5/8/5PP1/4R1K1 b - - 3 33	1398
6rk/7p/4p1rq/p1p1Pp2/1pPp1P2/3P3P/PP1BQRbK/6R1 w - - 0 30	1398
6r1/pp3k2/2pp1n2/4pQ1P/4P1P1/3P1PK1/PPPq4/R6R w - - 0 26	1242
r1b1k2r/pp3ppp/2p1pn2/8/1bBqP3/2N5/PPPBQPPP/R3K2R b KQkq - 3 9	1331
r3nnk1/1p5p/1p3pp1/2p2b2/5PN1/1P6/1BPP3P/1K3BR1 b - - 1 23	1398
4r1k1/ppB2pp1/3P3p/1q6/8/6QP/P2R2K1/8 w - - 1 30	1032
r1b1k1r1/1p1p1p1p/p3pp2/4q3/1Q6/2P5/P3BPPP/4R1RK b q - 1 21	1398
5r1k/ppN1Q1pp/8/3pNq2/3P4/4n3/PP3nPP/2R2RK1 w - - 2 22	1215
r3r1k1/pppq1ppp/2n2n2/2bp1b2/8/3P1NP1/PPPNPPBP/R1BQR1K1 w - - 5 10	1398
3R1Bk1/pp3p1p/6p1/8/2p1r3/1QP1P2P/PP2qPP1/6K1 b - - 0 26	861
8/2k4p/2P1K3/3P1pPp/5P2/8/3rp3/4R3 w - - 0 58	1398
6k1/pp3p1p/8/6p1/2PbNp2/1P5P/Pq3PP1/3Q2K1 w - - 3 31	1398
r1bqk2r/1pp1nppp/1pnp4/4p1N1/2B1PP2/8/PPPP2PP/R1BQK2R b KQkq - 1 8	997
3r2rk/pp6/8/2bQP3/8/2q5/P5PP/1RR4K w - - 2 29	1236
r2k3r/3n1pp1/1p1bp1b1/3p4/1P1Q2P1/8/PP1N1P2/R3K1R1 w Q - 3 22	1398
r1bqk1nr/ppp2ppp/2n5/2bPP3/8/8/PP2PPPP/RNBQKBNR w KQkq - 1 5	1236
8/8/pp1k2p1/5p1p/PP1K1P1P/6P1/8/8 b - - 1 41	1398
r4rk1/2p1qpp1/p4n1p/1p1P4/3Np3/1PP1Q1P1/P4PP1/R2R2K1 b - - 1 25	1398
r2qk2r/ppp2ppp/4pn2/2b1N3/4bP2/1PN1P3/PBP1Q1PP/R3K2R b KQkq - 5 12	1270
1rrn2k1/4bppp/q2p4/3B1N2/8/4BQ2/5PPP/5RK1 b - - 1 27	1270
r3k2r/ppp1q1pp/2np4/4pP2/2B3b1/2PP1N2/PP3P2/RN1QK2R w KQkq - 0 12	1222
8/8/7P/1Q6/5K2/p1q5/1k6/8 b - - 2 55	1320
8/5p2/2k3p1/1p1NPPP1/3K4/1n6/8/8 w - - 3 42	1398
8/8/1kp5/3p2p1/3P2P1/2PK4/8/8 w - - 8 44	1398
2k3r1/1p3Q1p/p3p3/3p4/3P4/4B2P/PPq3r1/R4R1K w - - 1 24	1041
r4rk1/p1p1q1pn/1p1p3p/3Pnp1b/2N1P3/1QP2P2/P5PP/R1B1RBK1 w - - 0 18	1358
1r1r2k1/1p1P3p/pN2p1p1/8/4PR2/8/Pb4PP/3R3K w - - 0 26	1385
5rk1/6p1/2N4p/8/2qPn3/1p2P3/1Q3PPP/R5K1 w - - 0 33	1398
3R4/5pkp/8/1p4p1/1Pp1Pq2/r4P2/1Q6/6K1 b - - 6 37	1290
r2qkb1r/1p3ppp/p1n1p3/3p3n/3P1Bb1/2NBPN2/PP3PPP/R2Q1RK1 w kq - 2 10	1398
2r3k1/1R5p/6pB/3pP3/3Pn1P1/8/2p1P2K/8 w - - 0 34	1398
r1b1k2r/ppp2ppp/3p4/3P4/5qP1/2N5/PPPK1bP1/R1BQ1B1R w kq - 0 13	849
3r2k1/pp1r1pb1/1q2b1pp/2p1p3/2P1P1n1/1PNNQ1P1/P2R1PBP/3R2K1 w - - 4 23	1398
4Q3/6bk/P1p2r2/7P/5p2/1K4p1/8/8 b - - 0 44	1242
8/8/2p2bpk/2rp1p1p/q1P2P1P/3QP1PK/3N4/2R5 b - - 0 44	1195
r3kb1r/pbpqpppp/1pn2n2/1N4N1/2QP4/8/PPP2PPP/R1B1KB1R b KQkq - 5 9	1398
8/8/6r1/2pp4/R4K2/1R1k1P2/6r1/8 b - - 2 57	1435
3q1rk1/4b2p/2n2R1Q/3p4/3P4/rpP2NNP/5PP1/1B3bK1 b - - 0 25	870
r3r1k1/pQ3ppp/1n1p1q2/8/8/3N3P/P4PP1/2RR2K1 b - - 0 22	1439
8/1p1NR2p/p1p2pk1/3b4/P5PP/8/5K2/1r6 b - - 4 41	1017
2r2r1k/4b1p1/1q1p2b1/1p1BppPp/p3P2P/P2P1N2/1P3P2/R2Q1RK1 w - - 2 22	1398
r6k/p2B2pp/4N3/n7/4p3/2P3qP/PP3K1b/R1BQR3 w - - 1 26	1032
2r2rk1/p1b2ppp/3qp3/3p4/3Pn3/1PQ1BN1P/P4PP1/2R2RK1 w - - 7 21	1398
r4r2/p3npkp/1pb1pqp1/8/4PP2/PP4P1/3R2BP/1N1Q1RK1 b - - 0 17	917
5rk1/pp4p1/2pp3p/6P1/2Pq1B2/1P4P1/P3P3/2Q2BK1 w - - 2 27	1181
r1bq1rk1/5p1p/p3p1p1/2p1b3/2B5/1P3Q2/PB4PP/R2R2K1 b - - 0 19	1202
1r5k/4R1bp/2p1N1p1/3r1pB1/1p1n4/5P2/1P5P/3R2K1 w - - 0 33	1398
2r4r/3nkppp/p3p3/8/N7/2P1R1P1/P4PKP/3R4 b - - 0 20	1378
6k1/1p2npp1/p6p/3qP2P/1P1N1QP1/Pb6/1B2RPK1/3r4 w - - 5 35	1317
2kr2nr/pp3Npp/4p3/q7/1b1p4/2N1B3/PPPQ1PRP/R3K3 w Q - 0 14	1032
2k2r2/1p1qbp1p/1Bpp3r/4n3/4Pp2/1Q3P1P/PP3P1K/2R2BR1 w - - 8 23	1276
1k1r3q/pp4pr/3b2p1/3N1p2/5Pn1/2B1PQN1/PP4P1/2RR2K1 w - - 8 21	1284
3r1rk1/p1qnbpp1/1p2pn1p/4N3/2PP1P2/3Q1R2/P1B3PP/R1B3K1 w - - 6 17	1398
3r4/1pr3kp/p5p1/P1p1R3/3pN3/3Pn1P1/1PP4P/5R1K w - - 3 28	1398
r7/3bp2p/pR3k2/2p1p3/2P1Pp2/P4B2/6PP/7K b - - 3 32	1398
3r1qk1/1R3b1p/2p2Q1p/p7/2P3N1/8/2Pr1P2/R5K1 b - - 0 35	916
8/2B2k2/8/p4K2/P6p/2N1P3/8/2r5 w - - 1 55	1398
6rk/ppp2Qpp/8/1P3R2/P6q/4b1PP/1BP4K/8 b - - 0 29	935
6k1/1pb2pp1/4p3/pP1pn3/P2N2P1/B4N2/5PK1/8 w - - 0 33	1059
1r4k1/4pq1p/3p2pb/3n1r2/2p2PP1/2N4P/PP2N1K1/1R1Q1R2 w - - 0 21	1398
r1bq1knr/ppp2p2/3p1Nnp/4PQ2/2BP1p2/8/PPP3PP/R1B1R1K1 w - - 0 16	1398
r7/pp3pkp/4bp2/q7/2BQ4/P3P3/1P3PPP/5RK1 w - - 1 21	1046
1r4k1/2PR2pp/Q7/PB6/5p2/4n2P/6P1/4q1K1 w - - 1 39	904
5r2/p2q3k/1n2b1pp/2r1Qp2/4p3/P2PP3/3NBPPP/2R3K1 w - - 0 33	1398
rn6/pp5p/2pN1k2/8/6bP/1B1P4/PP6/R3K3 b Q - 1 21	1392
8/6p1/5pkp/4P3/6PK/6P1/8/8 w - - 0 49	1209
r1bqk2r/pppnbppn/4P2p/8/8/1B6/PPP2PPP/RNBQR1K1 b kq - 0 11	1191
r3k2r/pppn1pp1/3b1n1p/3P3q/2B1PP2/2P5/PP4PP/RNBQR1K1 w kq - 1 15	1154
r1br2k1/2q1npb1/p3p1pp/1pBn4/1P2B3/2P2N2/P1QN1PPP/R4RK1 b - - 2 18	1398
4k3/7p/1p3B2/3R1P2/4P3/7n/2r5/6K1 w - - 0 33	1398
8/p5p1/2qk1p1p/1P1P4/8/5P1P/6P1/6K1 w - - 0 38	1087
8/5p2/1k2p1p1/1Pp1P1Bp/2K2P2/5P1P/7b/8 b - - 10 55	1398
6rk/p5p1/1q5p/4Bp2/4nP1Q/P7/6PP/5R1K b - - 2 33	1336
5b1r/2Qnkpp1/3pp3/8/6b1/1PN1q1P1/P5BP/R4RK1 w - - 0 21	1195
r2qk1nr/pbp2pbp/3p2p1/2p5/4PP2/2P2N2/PP4PP/RNBQ1RK1 b kq - 1 10	1398
r3kbnr/p5p1/1pppqp1p/8/3QPB2/2N4P/PPP2PP1/3R1RK1 w kq - 0 13	1249
8/8/6pp/4k3/6PP/5K2/8/8 w - - 0 60	1398
4rrk1/p4p2/b5pp/2p5/2P1N3/1Pb2B2/P2R1PPP/4R1K1 w - - 1 23	1209
1r4k1/5p1p/4p1p1/p1R5/4qP2/7P/6P1/2QB3K w - - 0 28	1398
r3k2r/1b3ppp/p2bp3/4QP2/8/P1NqB3/1P4PP/R4RK1 w kq - 1 22	1398
r2b1rk1/pp3pp1/3p1q1p/3P1P2/2Bp1Q2/P2P1N2/1PP3P1/R4RK1 w - - 1 20	1039
r5k1/1p6/p1p1p1bq/1PPp1p2/P2P3r/2N1PB2/4K1P1/2RQ1R2 w - - 2 28	904
QR2rr2/3b3p/R2p4/2qk4/2n1p3/2P3P1/2P3BP/7K b - - 2 34	1398
5r2/2q3k1/3p1bn1/2pPpBp1/1pN1P1P1/1P1P4/3Q2K1/7R b - - 3 34	998
3rr1k1/p1q2ppp/2p2b2/2P1p3/1P2P3/n7/1N1BQ1PP/3R1RK1 b - - 1 25	1331
4rrk1/p2q2pn/1pppb2p/5N2/2P5/1P1Q2NP/P4PPK/R3R3 w - - 3 24	1398
8/4b3/5p1p/k1NP2p1/3BP3/1K6/1P4PP/4r3 b - - 0 43	1317
k4r2/p3qpQ1/5R2/4r2p/8/4p3/P5PP/5RK1 w - - 0 29	1398
3r2k1/p6p/2P1q1p1/8/P7/3rp2P/1Q2R1P1/2R4K b - - 0 41	1168
r4r1k/p5p1/1n2Qp2/7q/3P4/4B1N1/1P1K1P2/6R1 b - - 1 29	1155
2r1qrk1/7p/p1p2pp1/Pp1pP3/1P2nP2/3QP3/N1R3PP/2R3K1 w - - 0 23	1398
r4rk1/pp3p2/2p2np1/6qp/3P1b2/1BP1p2P/PPQ4P/RN4RK b - - 1 21	1082
2r2Rk1/2p3r1/1pN3PQ/p7/3Pq2p/P4R2/1P4PP/6K1 b - - 4 35	870
2krr3/ppp2p2/6q1/8/4PBP1/1Pb3P1/P3Q1K1/2R1R3 b - - 1 24	1249
r6k/6pp/4pp2/2q5/4pPN1/8/3Q2PP/4KR2 w - - 2 28	1398
1r4k1/5p2/6pp/QN1Pp3/2P1n1P1/4qP2/6PK/2R5 w - - 2 32	1337
r1bqk2r/ppppnp1p/2n3p1/3N2B1/3QP3/8/P1P2PPP/R3KB1R b KQkq - 0 10	685
2n4r/6k1/3P2p1/1pPB4/p4Q2/P3R1P1/1q4KP/8 w - - 1 39	1080
r4rk1/p4ppp/1qp1pn2/1B1p1b2/3P1B2/1Q2P3/PP3PPP/R4RK1 w - - 0 15	1398
2r2n1k/p4Qp1/1p2p2p/1P1pP3/1qRP4/1N6/1P4PP/5RK1 b - - 0 25	1310
2k4r/pp3ppb/1np1p2p/B3P3/2P3PP/8/P3BP2/3R2K1 b - - 0 23	1358
7r/4nk2/p2QNpp1/2p3P1/2p2P2/4P3/PP3K1r/3R4 w - - 3 34	1093
7k/1p3pbp/p2p2p1/3Pp3/8/4QP2/2q3PP/R5K1 b - - 0 28	1360
8/2r5/2r2b2/2Bp2kR/pP4p1/2PK1p2/P7/7R b - - 1 39	1145
5rk1/2p2rbp/2Qp4/p2P4/1q2P1P1/3B3P/PP3PK1/1R3R2 w - - 0 31	1398
2r4k/p4np1/4Rp1p/2Bn4/P2P3P/Q4P2/3q2P1/2R3K1 w - - 1 38	1175
r2qr1k1/5pp1/ppbb1n1p/3p1Q2/P6B/2NB4/1PP2PPP/R3R1K1 b - - 5 18	1163
r3rk2/1p5p/p3Q1p1/q2p4/8/P7/1P3PPP/2RR2K1 w - - 1 25	1398
5rk1/5ppp/pqN1pn2/3p4/3P4/1P1BPPP1/1P2KP2/2R4R b - - 2 18	1055
2kr3r/1bbpqB2/6p1/p1p4Q/Pp1pP3/3P4/1PP3PP/R1B2RK1 w - - 0 22	1398
r1b3r1/pp3k1p/5p2/4P3/8/2BB4/P1P3PP/4R2K b - - 0 20	1398
rn4nr/5kpp/Pb3p2/4p3/1P2P3/2P5/5PPP/RNBR2K1 b - - 0 17	1385
r1bqk2r/1pp1bppp/p1n2B2/4p3/4p3/P1PP1Q2/1P2BPPP/RN2K1NR w KQkq - 0 9	1398
8/5p2/5kn1/7R/7P/5P1K/4R3/r7 w - - 3 51	1297
8/2p1k3/1p3p2/2pP4/2P2KP1/1P6/8/8 b - - 0 43	1215
7k/pp4pp/8/6b1/1P6/KQ2q2P/5r2/3R2R1 b - - 2 38	1290
3rr1k1/p1p2pp1/2p4p/b3N3/2N5/P1q1P1P1/3p1P1P/R2Q1R1K w - - 1 21	1398
1r3rk1/3bbpp1/1P1q3p/p2BN3/4P3/6NP/2nQ1PP1/1R2R1K1 b - - 2 29	1066
1krn1bnr/Q1p1q2p/1pBp1ppP/3R4/4P3/2N1BP2/PPP3P1/2K4R b - - 0 20	870
r4rk1/2p3p1/p2p4/3P4/2P4R/4p2Q/P4qP1/3R3K b - - 3 36	1029
1R6/p4ppk/4pnr1/8/P7/4P2P/2q2PQK/5R2 w - - 8 36	1398
r1bqnrk1/ppp5/3p2p1/3Pp2n/1PP1Pp1p/2N2P1P/P2NB1P1/R2QR1K1 b - - 2 16	1398
2QR4/p3rppk/1p3qp1/P1p5/1r5P/6P1/5P2/2R3K1 b - - 10 32	870
2kr1r2/Qp4pp/2p1b3/5n2/1P6/1PN1b3/1BP1B1PP/R5KR w - - 1 22	1012
1k4r1/pp6/2pb3B/7q/3P4/2PR2P1/PP3P2/5QK1 w - - 1 32	1398
8/5pk1/1Q3p1p/2P5/8/1P2nPKP/4r3/8 w - - 1 43	1398
r5q1/2p1n1k1/1p3rpR/p2n1B2/2NP1P1Q/8/PP3PPP/R5K1 w - - 3 24	1398
3r1rk1/pp3p1p/6pb/8/1n2N3/7P/PP4P1/1B1RR2K b - - 2 20	1398
8/8/2P1N3/1p2bR1p/4r3/k2K4/8/8 b - - 4 59	1256
1r3rk1/Q3bppp/4pn2/1N1q3b/1n1P4/4BN1P/PP2BPP1/R4RK1 b - - 0 16	1398
2n1r1k1/2Bn1pp1/2p1p2p/1p6/3PP3/1BP4Q/3q1PPP/R5K1 w - - 11 25	1375
r1bq1rk1/1p3pBp/p5p1/8/4Pn2/3B4/PPP1Q1PP/2KR3R w - - 1 16	1398
8/pp6/2p1Q1k1/2Pp4/8/PP2P1qr/6P1/6K1 b - - 4 38	1385
8/p1P1N3/b7/2k5/8/3p2p1/6P1/4K3 b - - 1 54	849
r2q2k1/pp4pp/3b4/3p4/4n3/1P2PBPP/PB6/2RQ2K1 b - - 0 20	1398
rnbq1rk1/ppp2ppp/3b4/4n3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 8	1398
8/1p2q1rk/2pR3p/4np1n/2PQp3/1P4PP/4NPB1/6K1 w - - 6 34	1398
r1r4k/2q2pp1/4p2p/p2n4/PpBP1bQ1/1P2B2P/5P2/R5RK b - - 1 26	870
8/qppnkpp1/p7/4P1N1/P1B2KP1/1P3P1r/2P5/R1BQ1r2 w - - 0 27	1134
2r1kb1r/5ppp/p1n1b3/1ppNN1B1/2p1P3/8/PP2BPPP/R2R2K1 b k - 0 14	857
