FEN	Rating
6R1/1p3r2/p1p1r3/3p3P/3P1k2/2PK1pR1/PP6/8 b - - 3 48	1358
4rk1r/3Qnp1p/1p6/2p5/3P1p1q/2P2p2/PP1B2PP/R3R1K1 w - - 0 23	1398
5rk1/1pp2ppp/1n6/p7/PbPPr3/1B2BqP1/1P3P1P/R3RQK1 w - - 1 21	1398
2r1k2r/4b3/1q2ppN1/pp6/2pP1Q2/P1B5/1P3PPP/2R3K1 b k - 1 28	1236
1R6/2r3k1/6p1/p1pPqpQ1/B1Pb4/P3p1PP/6K1/8 w - - 0 44	1276
1kr5/p1r3pp/PpRQ1p2/1P3q2/4p3/5P1P/5P2/4RK2 w - - 0 40	1398
8/4k3/1K4p1/3Q4/7P/8/8/q7 w - - 4 58	1398
r2q1r1k/p5pp/2pb1np1/6N1/4p3/1P2P3/PB3PPP/R2Q1RK1 b - - 1 17	1331
rnb2rk1/pp3ppp/1q2pn2/2bP2B1/8/2N2N2/PPP2PPP/R2QKB1R w KQ - 6 8	1032
2b1rr1k/5pp1/pq5B/1p1pP3/4n2Q/2PB4/PP4PP/2R2RK1 w - - 1 29	1236
4rrk1/p7/1bq2n1p/3p2p1/1P3p2/2PQpP2/P3N1PP/2BR1R1K b - - 1 28	1398
6k1/1n3qpp/p2b1r2/1ppQ4/8/2P1NN1P/PP3PP1/R5K1 w - - 4 24	1317
8/8/2p2R1p/2B4P/3P2P1/3k1p2/7r/3K4 w - - 1 54	925
4rbk1/1b3p2/p5pp/1p6/3B4/P1P4P/1P1R1QP1/1q3NK1 b - - 11 39	1197
8/4RR2/3k3p/8/2P5/4p1PP/r3rPK1/8 w - - 0 40	1398
r4rk1/ppq1ppbp/2pp1np1/4P3/1nPP2b1/1PN2NP1/PB1Q1PB1/R3R1K1 b - - 0 15	1398
2kr2r1/pppq4/3p1p1b/3Pp3/2P1Pp1p/1N3P1b/PP3PBP/R4QRK b - - 4 23	1337
2rr2k1/3b2pp/pq1Bpb2/1p3p2/3n4/P3PN1P/1P2BPP1/2RQ1RK1 w - - 0 22	1398
5rk1/pr3pbp/1p2pqp1/2p4P/3n4/1P1Q2P1/PBPP1P2/2KR2NR w - - 1 17	890
rn1qkbnr/pb2pppp/8/1P6/2BpP3/4B3/1P3PPP/RN1QK1NR b KQkq - 2 7	1093
2r2rk1/3p1p2/p3p2Q/4P1P1/4q3/2P3R1/P5PK/R7 b - - 0 25	1076
r1b1r1k1/pp3p1p/4pQpB/4n3/3qP3/1P4KP/P5P1/R4R2 b - - 3 23	817
2r1k3/1p4pp/p4p2/4pb2/1P6/B7/P1nR1PPP/2R3K1 w - - 3 28	1398
4q3/kb6/2p1PQp1/p2p1pP1/1ppP1P2/3nB3/PP6/1K1N4 b - - 0 39	1120
r2q4/ppp2pp1/4bk2/n2pN3/1b1n3Q/8/P4PPP/R1B2RK1 b - - 1 20	870
2rq1rk1/1p3p1p/p3p3/2P1Bb2/2QNn1p1/P3P3/1P3PPP/2R1K2R w K - 2 18	1215
r1q1r1k1/p1pb1ppp/2p4b/8/5N2/1PB2Q2/P1P2PPP/1K1RR3 b - - 2 17	890
r4rk1/8/p1p3pp/3pB1b1/2pPp3/2P5/PP1N2PP/R4RK1 w - - 1 23	1195
r4rk1/b1p2ppp/p2p4/2PP2N1/4P1nq/P1N1B3/2P2PK1/R2Q1R2 w - - 4 19	1358
r1bqk2r/p2p1ppp/2p2n2/4p3/4P3/1Pb5/P1PN1PPP/1RBQKB1R w Kkq - 5 9	1398
1r5k/7p/6p1/5p2/1BB2q2/1K4P1/4Q2P/8 b - - 0 45	1201
5R2/ppp2Qpk/1b4r1/6q1/3P3p/2P2p1P/PP3PP1/5BK1 b - - 0 25	861
8/6k1/4p1PP/3pP1K1/3n4/8/5P2/8 b - - 0 50	977
rn2k2r/1p2bbpp/p2p4/2q1pP1P/P1P5/5P2/1P1BB3/R2QK1NR w KQkq - 1 18	1175
5r1k/6p1/7p/1Q1p4/3P4/2P1PNnP/q5P1/4R1K1 w - - 0 29	1398
4r1k1/ppp2ppp/3q4/3pn3/1B1Pn3/P2Q3P/1PP2PP1/4R1K1 w - - 0 21	1398
5r1k/1R4p1/2p4R/7b/3q4/2bB2QP/P1P2P2/6K1 b - - 0 30	861
r4rk1/ppp1ppbp/2n3p1/4P1Nn/6b1/2N3B1/PPP1BPPP/3RK2R b K - 0 11	1398
r3r1k1/p1pq3p/1p2BRpB/8/3P2n1/2P5/P7/2K4Q b - - 0 25	857
2rR1k1r/2Q1bpp1/qp2p2p/p3P3/8/1P2B3/NP3PPP/3R2K1 b - - 2 25	870
rn2kb1r/pp3ppp/1q2p3/4P1N1/3p4/2P5/P1P1Q1PP/R1B2RK1 w kq - 0 13	1371
8/8/5kp1/2p5/r7/PR2K1PP/5P2/8 w - - 2 41	1134
r4rk1/ppp1qppp/2nbpn2/3pNb2/3P4/2P1P1B1/PP2BPPP/RN1Q1RK1 b - - 8 9	1398
3q1nk1/4r1pp/2B5/p2P4/PpP3b1/1P4P1/5Q1P/5RK1 b - - 0 28	1273
8/R2k1p1p/8/3N4/2pP1P2/2P5/1q3r1P/R5K1 b - - 1 31	857
7k/3q1pp1/3p1n1p/2p1pQ2/1p2P3/rP1PPR2/2P3PP/R5K1 w - - 0 26	1236
4r2r/2k5/1p1q2p1/p5Qp/P1P5/3p2P1/2n2PBP/2RR2K1 w - - 0 28	1398
r2k1r2/pb1n4/1ppPQB2/8/8/1P5P/5PP1/6K1 b - - 6 35	902
8/3k4/4p2p/p2pP1p1/P2Pp1P1/2P1K2P/8/8 w - - 4 35	1398
k6r/1p4p1/p7/n2p4/3P4/P1P1Q1Nq/1P3P2/4R1K1 w - - 0 29	1398
4r1k1/pp1R1r2/2p1n2p/1PP3p1/P1Q1N1p1/4Pq2/5P1P/3R2K1 w - - 7 34	1364
r1bq1rk1/pp1pbppp/4pn2/1Np5/4P3/1P1P1N2/1PP2PPP/R1BQK2R w KQ - 3 9	1398
8/kp6/8/p1r5/P6R/1P6/3K4/8 w - - 1 48	1398
3R2Q1/2r3p1/2qkp3/1p4p1/p2p2r1/P1P5/1P6/1K1R4 b - - 1 41	1053
r2qr1k1/pp3ppp/2n2b2/3p4/3P2b1/4B1P1/PP2NPBP/R2QR1K1 w - - 5 14	1398
8/8/p2rkpb1/8/4p1PB/1P1pK3/P7/5R2 b - - 2 41	1303
8/1r2bk2/7p/1p4p1/P2R1P2/r7/2PB2PP/1KR5 w - - 0 28	1398
r3r1k1/p3ppb1/2Nq1npp/2pN4/7B/7P/PP3PP1/R2QR1K1 b - - 0 17	1148
6k1/p5p1/4N2p/3p4/3P3P/P3n3/3r2P1/5RK1 w - - 4 29	1398
2krr3/1pp2pQp/p2q4/5P2/8/2N3P1/PPn1BPP1/3RK1NR w K - 0 19	1059
6r1/8/8/R7/5p1P/5k2/8/7K b - - 4 63	1398
r1bqk1nr/pp3ppp/2nb4/1B1pp3/8/4PN1P/PPP2PP1/RNBQK2R w KQkq - 2 7	1398
5r2/ppp5/1b2B3/8/1P2R1P1/PR3P2/2k4r/5K2 w - - 0 37	1398
6k1/pp3p1p/1b4p1/8/2Q1p3/2P5/PP4B1/3q1N1K w - - 0 31	1398
8/2R5/pk6/1p6/4pB1p/P3N2P/1r4PK/4n3 w - - 2 42	1303
2k5/pp3pp1/2p2P2/3n4/P2Ppq1r/1Q2R2B/1P3P2/5K2 b - - 0 29	1423
r1bq1rk1/pp1n1pbp/3p1np1/1N6/4PB2/2N4P/PPP1B1P1/R2QK2R b KQ - 0 11	1392
r5k1/5p2/8/2pBb3/2P1P3/8/1p3PK1/1R6 w - - 3 42	1032
3r1rk1/pp3ppp/8/2q1bNQ1/8/5R1P/PP4P1/R6K b - - 3 24	1398
r2qkbnr/1b3ppp/p3p3/3pP3/2pP4/2N1BN2/PP3PPP/R2Q1RK1 b kq - 1 11	1181
2r1r1k1/1p3ppp/p1nqpnB1/3pN3/3P1P1Q/2P4P/PP1N2P1/R4RK1 b - - 0 16	1141
2rq1rk1/pp2n1bp/3p1np1/3PpbB1/1P2N3/2NB4/P4PPP/R2Q1RK1 w - - 2 16	1398
r4rk1/p4pb1/1pb1pqpp/7P/2P5/1P3NP1/P2P1PB1/1R1QK2R w K - 0 17	1398
8/5P2/3k3p/ppp5/7P/PP4K1/4R3/5r2 w - - 1 44	1398
2rq1rk1/1p4bp/1n1p2p1/p3Pb2/PnP5/1PN1BN1P/4BP1K/2RQ1R2 b - - 0 18	1344
3r1rk1/1p2qppp/p1n1b3/5B2/2P5/8/PP3PPP/R1BQR1K1 w - - 5 19	1256
4r1k1/pQ4p1/3bb2p/6Bq/7P/5PP1/PP3P2/R4RK1 w - - 0 21	1317
r3Qb1r/pb1n3p/1pkqNp2/2pn1B2/3P4/8/PPP3PP/RNB2RK1 w - - 7 15	904
6k1/1R6/6Np/1pp2P2/2b5/2r5/5K1P/8 b - - 0 40	1398
8/8/4p3/4kpK1/5np1/3B4/2N5/8 w - - 5 60	1398
8/8/p1k2Rp1/P2p3p/1P6/2K2P2/7r/8 b - - 1 45	1095
2r1r1k1/1bq2ppp/p3p3/1p1n2Q1/2nN4/P1P2BN1/1P3PPP/3RR1K1 b - - 0 20	1276
8/8/8/p7/1p1k3p/1P2p3/P1K1R1P1/8 w - - 4 51	910
5rk1/pp3p1q/2r3pP/1b1p3P/3Q4/1PB5/P1P2P2/1K4R1 b - - 2 31	1339
rn1q1rk1/ppp2ppp/8/4p1b1/4P3/3P2Pb/PPP1BR1P/RNBQ2K1 b - - 4 11	1398
8/p7/8/5p1p/8/2P1K1kP/PP6/8 w - - 2 51	1398
2B5/p4p2/P2k4/1p2p3/2b1P3/4N3/3r3r/2R2RK1 b - - 7 39	983
3r4/7k/1pb4p/p1pP1RpN/6Pp/P1P5/1P3K1P/8 b - - 0 36	944
r4rk1/ppp3pp/4pq2/2b1p3/3nP3/P4NPP/1PP3PK/R1BQ1R2 w - - 1 17	1398
8/8/8/4k3/1p2P3/1P2K1r1/2R3P1/8 w - - 7 45	1398
r7/4R3/p2r1Npk/1p6/8/3n4/PPb3PP/5RK1 b - - 7 32	1048
8/1k6/1p1R4/4p3/bP1bN3/P2K1P2/3B3r/8 w - - 11 41	1428
8/8/p1k5/7p/pPPK3P/8/8/8 b - - 2 44	876
8/q4pbk/p4npp/3p1p2/1Q1P1P2/5PN1/1PBB1K1P/8 w - - 5 39	883
3K4/1qP3Nk/8/4B3/p2P4/8/8/8 b - - 2 48	1107
8/6p1/7p/3k4/7P/5PK1/8/8 w - - 0 47	1398
r1b1k2r/ppp2ppp/3p4/4p3/2BnPPP1/P2P4/1PPKNqP1/R1BQ2R1 b kq - 0 11	1398
r3k2r/pppn1ppp/2np1q2/2b1p1B1/2B1P3/2PP1bN1/PP3PPP/R2QK2R w KQkq - 0 10	1398
8/3k2pp/3P4/4rp2/3K4/2P5/R7/8 b - - 4 46	1398
Nnbk1b1r/pp1p1ppp/4p3/2pP4/2P1n3/8/q2B1PPP/1R1QKBNR w K - 0 11	1209
r1b2k1r/ppp4p/n4pp1/3B1n2/3P1Q2/2P1B1Rq/P1P2P1P/2KR4 b - - 2 18	1138
rn2kb1r/pppb2pp/3p1nq1/3P4/2BQp3/2N1N3/PPP2PPP/R1B1K2R w KQkq - 5 11	1398
r2k1b1r/1b1q1ppp/p2p4/QNpPp3/2P5/3B4/PP3PPP/2KR3R b - - 1 17	1095
r1b4Q/ppkp3p/3b3p/2p5/2B1P3/2NP3N/Pq2KPPP/n6R w - - 0 16	1337
2k1r3/pp3N1p/5np1/2b5/1nBp1q2/3P3b/PPP2P2/RNB1Q1K1 w - - 1 22	1398
r3r1k1/pppq1pbp/3p1np1/3N4/2PQP3/1P4P1/PB3PK1/R4R2 b - - 2 15	1500
4r1k1/R4p1p/6pB/8/1p6/1rb3P1/R3PPKP/8 b - - 1 28	1301
1r2r1k1/3n1pb1/3p1npp/qppPp3/4PP2/1PN3PP/P2BQ1B1/R3R1K1 w - - 0 20	1398
7r/2k3b1/1p2p1pp/pPp1qp2/P1P5/3Q3P/4N1P1/3R3K b - - 2 30	862
rn1qr1k1/3n2pp/p2b1p2/1pp1N3/5P2/1PBP1N2/P3Q1PP/4RRK1 b - - 0 18	1398
r5k1/5pb1/p3p1p1/1p1q4/3P1Q1R/6P1/PP3P1P/R5K1 w - - 2 23	1398
8/8/p1k5/5pp1/PPK4p/7P/5PP1/8 w - - 0 40	958
8/2p1kp2/4p1p1/1pK1P1Pp/1Pb2P1P/2P5/1nB5/4B3 b - - 11 41	1297
2q3k1/2r2pn1/p2Qp1pp/1p2P3/5PP1/P1P4P/7B/3R2K1 b - - 7 37	1398
2r1r1k1/p6p/1pn1Rqp1/3p4/3Q4/P4N2/1P1N1PPP/4R1K1 b - - 0 24	1398
7k/4b1p1/p6p/1ppPP3/3r4/1P1QNp2/P7/RN3KBq w - - 8 31	1256
7r/5rk1/3R4/2p5/2P1Ppnq/Q7/P5P1/3R1NK1 w - - 1 34	1186
4rr1k/pR4pp/3B4/q2N4/2P5/6Pb/P3QP1P/6K1 w - - 1 26	900
r2q1rk1/4bpp1/2bp1nnp/pN6/4PP2/1BN2QBP/1PP3P1/R3K2R w KQ - 1 17	1398
8/p3Q1kp/5pp1/2p5/5P2/P6K/4pqPP/8 b - - 1 44	1015
r3k2r/3q1pp1/2p1p1p1/ppNn4/3P4/2P4P/PPQ2PP1/2KRR3 b kq - 1 19	1202
5rk1/1pp4p/5q2/2PP4/1P1bNp2/8/3Q2PP/2R3K1 w - - 2 27	1398
2r3k1/1p1b3p/pq2p1p1/3p1rP1/1n1P4/1P2PN2/P3B1P1/RQ3RK1 w - - 8 23	1398
b5k1/R4pb1/6pp/4P3/1B1N4/7P/PP3PP1/2r3K1 w - - 1 28	1154
Q7/2q1bpkp/1r2p1p1/3pP1P1/2rN1P2/2P5/2R4P/1B1R2K1 w - - 3 33	1398
r4r2/1p3k1R/p1pQ2p1/2P2p2/8/Pbq2P2/6P1/1K5R b - - 9 31	870
8/6Rp/5p2/7P/2P2kP1/1P2p3/r5P1/6K1 w - - 1 38	1398
3r1r1k/1b2b1pp/8/pp1qPp2/3p1P2/P3B3/1P1Q2PP/R2R1BK1 w - - 0 22	1398
r2q1rk1/1pp3pp/p1nb4/3n1p1b/1PN1p3/P2PPN1P/1B2BPP1/R2QK2R w KQ - 0 13	1120
r1b1kQ1r/1pq4p/p1n1p1p1/8/2B5/B1P5/P1P3Pb/4RR1K b kq - 1 17	870
5k2/6p1/6K1/p5pP/2B2P2/1P6/1P6/3b4 w - - 0 40	924
1r6/pbp5/5p1k/3p4/7P/2PB3P/P1P2P2/1R4K1 w - - 1 24	1141
2r4k/1p4pp/1q2pn2/pP1pN1B1/1n1P4/8/1P2RPPP/3Q2K1 b - - 0 22	1398
7k/1R6/p5pb/1p6/4B3/r6P/6P1/6K1 b - - 1 38	1398
8/5p2/6p1/p7/P2kP3/1b1B1PPp/2pK3P/8 w - - 4 53	1398
r1bq1rk1/pp2bppp/1n2p3/2pP4/2B5/2P2N2/P1Q2PPP/1RB1R1K1 w - - 1 13	1398
5r1k/6pp/1pQ5/p5q1/2BP4/P7/1P3nPP/5R1K w - - 0 27	1398
rnbqk2r/p3ppbp/3p1np1/2pP4/2B1P3/2N5/PPQ1NPPP/R1B1K2R b KQkq - 2 8	1398
4r1k1/pp3ppp/1bn2q2/3p4/8/1NPQ1N1P/PP2rPP1/R4RK1 b - - 1 18	1398
r1bq1rk1/pppp1ppp/6n1/7Q/4N3/3BP3/PPP3PP/R4RK1 b - - 3 12	1230
r1r3k1/2RR1pbp/6p1/2B5/p7/7P/P4PP1/6K1 w - - 2 25	1398
8/8/8/8/5p2/7P/2Qqk2K/8 w - - 3 73	1398
3r4/8/1p6/p1p2pk1/2Pr4/1P1pR2P/P3K3/3R4 w - - 0 37	1398
1Q1R4/p5rk/1p3q1p/5p2/2P1p3/2P5/P5PP/6K1 b - - 8 34	968
2k5/1p6/p1r5/P1P5/N5r1/P7/1B1PpRPK/8 w - - 0 28	1398
1k1r3r/2q2p1p/p2b4/2n3P1/1pN1b3/6QB/PPP4P/1K1RR3 w - - 0 27	1398
5rk1/2Q1n1p1/1p3p1p/pP1p4/P7/4PPP1/1qR4P/5NK1 b - - 2 30	1331
6r1/pkp5/1pq5/4R3/5pr1/P1PQ2P1/2P2P1P/5RK1 w - - 0 31	1398
r1q2rk1/p1p2p1p/5P2/2pp1b1Q/4n3/2P2N2/PP1N2PP/R1R3K1 b - - 2 18	1159
r5k1/5p2/2p1P1p1/8/P2p1R2/7P/6PK/8 b - - 0 34	1277
5r2/4k3/p2rbnQ1/4R2p/6pP/1NP5/PK2R1P1/5q2 b - - 3 29	1395
4rNk1/p3q2p/1pB1p1p1/2p1Q3/2b5/8/P1P4P/5R1K w - - 4 32	1398
3r1r1k/1p6/5p1p/p2p2p1/P4qb1/1PQ1Rp2/1BP2P2/5RNK w - - 2 30	1398
1Qbr2k1/pp3p1p/6p1/8/8/5qP1/2P2P1P/1R3RK1 w - - 0 20	1073
r1b2r2/ppp2p1k/4p2p/3qPp2/3n1Q2/2PB4/P4PPP/2KR2NR b - - 0 16	1148
2rq1knR/1b4p1/p3pbPB/3pp3/1Q2P3/5P2/PPP3B1/1K6 b - - 0 26	1276
r4rk1/4p2p/p1NqPp1P/1p1P1QR1/2p5/2Pn4/P1B3K1/R7 b - - 0 30	857
r1bqk2r/ppp1n1b1/3p2p1/3Pp2p/2P1P1n1/2N5/PP1QN1PP/2KR1BBR w kq - 0 13	1398
r1bq1r2/1p4pp/p2b1n1k/6R1/5B2/6Q1/PP3PPP/R5K1 b - - 5 18	870
2kr1b1r/2p2p2/R2ppn1p/4P1p1/3P4/2n2N1P/5PP1/2B1RNK1 b - - 0 19	1385
1k5r/pp5p/3p3q/3PpR2/2Pp2QP/1P1P4/P1K5/8 b - - 0 29	1184
r2q1rk1/pp3ppp/1b3n2/3N2B1/1P4N1/Pn1Q4/5PPP/5RK1 b - - 0 17	1140
4q2k/1b1p2p1/p2p1p1p/1p1P1n2/1P6/PB3Q2/1BP2PPP/6K1 w - - 0 23	1095
8/2R3pk/1p6/p7/5P1K/P3P2P/1rp5/8 w - - 0 38	1398
2r3k1/5ppp/p7/3b1n2/5n2/P4P1P/5BPK/1RR5 b - - 5 28	1274
r2q1rk1/5ppQ/pn6/3pp2B/3P4/2P3P1/PP3PP1/R3K2R b KQ - 1 21	870
1r3r2/3pq1p1/1R2p1pk/1p1bP1N1/p2Q1PPp/P6P/1PP5/2KR4 b - - 1 34	920
r5k1/p4pp1/2p2q1p/3p4/4bB2/5PP1/Pr5P/R3RQK1 b - - 0 27	1398
6k1/1R6/1p4Bp/p1b5/6K1/1P3P1P/6r1/8 w - - 1 35	1398
r2qr1k1/ppp2ppp/2nb4/3N4/2P2pb1/P2P1N2/1P2BPPP/1R1Q1RK1 b - - 4 12	1398
r5k1/4pp1p/b2p2p1/1B6/P3Pn2/5P2/PK1N3P/2R5 w - - 5 24	1398
1r3r1k/1b2Q2n/p1q2p2/2p5/8/2N3R1/PP3PPP/3R2K1 b - - 1 27	1002
2kr4/p1p2p2/1p3p2/7p/1b2P2P/1P3Pq1/P2NQ3/R1R2K2 w - - 0 29	1317
8/8/6p1/4p1p1/2P5/3k1KP1/3N4/8 w - - 0 50	1222
1n4k1/p4r1p/1p1qB1p1/3Pp3/2p5/2PbB1P1/PP5P/3QR1K1 w - - 6 29	992
2k3rr/pp6/P1p1pp2/2Pp2q1/3P4/5P2/2P2Q1p/RR3K1B w - - 0 30	1398
2k2r2/pp6/2p5/8/4q1R1/4p3/PPPQ3P/6K1 w - - 0 33	1398
1r4k1/5p1p/4p1p1/p3Q1P1/1qR4P/8/PP6/1K6 b - - 0 31	1110
4r1k1/p5pp/1pQp1q2/3P4/8/4P3/PPP3PP/4RK2 w - - 1 24	1358
8/5p2/p1p1p2k/3nN2p/3K2p1/PPP3P1/r4PP1/7R b - - 3 32	1398
r4k2/5p1Q/2p2bpp/1qP5/1P1p1P2/5BP1/5P1P/1R4K1 w - - 0 31	1398
2Q5/5k2/5p2/5P2/1Pp1p1P1/4q2P/6K1/8 w - - 2 69	1398
8/1p6/1p2k3/1P5p/3K4/P7/7P/8 w - - 0 40	1398
3q1r2/p2b2pk/2p1p1p1/2ppb2n/5PQ1/1PNP3P/P1P1R1PK/R7 w - - 0 22	1371
8/8/6R1/p1r5/3p4/3k1P2/5KP1/8 w - - 0 44	1398
8/ppp2r1k/3p1Bpp/3Pp2q/2P4P/P1P5/6Q1/5R1K w - - 6 33	1398
3R3r/p3ppk1/6p1/8/5BQ1/8/P1q3PP/7K w - - 2 25	1263
8/5p2/4P1p1/6P1/5p1P/4k3/6K1/8 b - - 1 49	1039
1r1q1rk1/1pp3pR/p3p1Q1/4P1p1/2Pn4/P5P1/5PK1/1R6 b - - 1 29	879
r4rk1/pp2Qpp1/5P1p/1Bp5/3q4/8/PPP2nPP/R1B2R1K w - - 3 19	1290
1R3rk1/p5pp/4p2q/1Q1pP3/4p1B1/PP2P1bP/1B1P1rP1/6K1 b - - 4 26	1398
r5k1/ppp2ppq/8/2np4/6b1/4P3/PPPQ4/1K2R2R b - - 1 22	1194
r3r1k1/p4qp1/1p2b2p/1R2bp2/8/B1PB1Q2/P4PPP/3R2K1 b - - 1 22	1385
r7/8/p2Q3p/1pp1p3/4P1q1/kP1P3b/P1P2P1K/R1n3R1 b - - 1 30	1377
8/6bp/8/1pkp4/p4P2/2PK3P/3B2P1/8 w - - 0 45	1398
rn1qk2r/p3ppbp/b2p1np1/2pP4/Q3P3/5N2/PP1N1PPP/R1B1KB1R b KQkq - 4 9	1398
7r/R3k1p1/8/4B2p/P1B1bP2/8/6r1/7K b - - 1 33	1398
7k/3R2p1/4p2p/p1p4q/2P2Q2/BP6/P4K1r/5R2 w - - 1 34	857
r3kb1r/ppp2p1p/2np4/4p1pb/2B1P1q1/2PP1N2/PP1N1P2/R1BQ1RK1 w kq - 0 11	1398
5rk1/4bpp1/2p1bn1p/4B3/2P1P3/1P1Bq3/4N1PP/3Q1R1K b - - 0 19	1398
4rrk1/1p5p/p2q2p1/5p2/2PPpb2/1P4P1/PB3Q1P/R3R2K b - - 0 27	1398
4b3/1p4k1/p3R1Bp/3Pp3/1P6/P2Q3P/6PK/2q2r2 w - - 5 35	1032
1rb2rk1/5ppp/p1p1pn2/3p4/1q6/2N1PN1P/2PKQPP1/R3B2R w - - 2 17	1297
2r3k1/p1r2ppp/2p1nq2/4N3/1PQ2P2/6P1/P1P3KP/3RR3 w - - 1 26	1398
6r1/p4k2/bp1Pp1pQ/5p1p/2P5/1P1pn1B1/P3r1PP/2R2RK1 w - - 1 31	1378
4k2r/r4ppp/8/1QpN4/P3P1q1/1P6/3P1KP1/8 b k - 1 34	1380
r4bk1/pq3p1p/6p1/P2pPp2/2pP3N/6Q1/1Pb3PP/2R2RK1 b - - 3 25	1398
r7/pp1k2p1/3Pp1r1/3pQ1p1/3PP2P/2P5/P6K/8 w - - 0 33	1317
8/2p5/1b6/1r5P/6K1/4kR2/6B1/8 b - - 6 58	931
5rk1/p5bp/4p1p1/4PpP1/2r2P1n/2N1Q3/P1qB3P/1R3RK1 w - - 2 29	1358
r3r1k1/1p3p1p/2pqbp2/8/1nPp4/1Q1P1NP1/4PPBP/R3R1K1 w - - 0 19	1398
1k1r3r/1pp5/pq2p1B1/2Q5/3nN3/8/PP3PPK/3R1R2 w - - 1 24	1095
3r4/p6p/4pk2/2N5/3n1p2/PP1N3R/1KP2P1P/3r4 b - - 3 36	1398
rn2kb1r/p1q2ppp/2N2n2/N7/4p3/4PQ2/1P1P1PPP/R1B1K2R w KQkq - 0 13	1398
2Qb2k1/p4p1p/1p4p1/1P6/8/q3B1PP/5P1K/8 b - - 1 37	1364
r5k1/pp2ppbp/5qp1/5b2/2B1nB2/3QPN2/P4PPP/3R2K1 b - - 1 19	1398
1r2r1k1/p1p2ppn/2pp3p/6q1/4P3/1PNQ1P2/P1P3PP/R3R1K1 w - - 1 17	1398
rnb2r2/ppp2Bkp/2q1N1p1/8/5Q2/8/P4PPP/2B2RK1 b - - 0 19	870
r1b2rk1/pp3ppp/8/3pq3/3p4/5Q2/PPPN2PP/4RRK1 b - - 1 17	1241
rnbqkbnr/ppp3pp/5p2/1B1p4/4p3/1P2P3/PBPP1PPP/RN1QK1NR b KQkq - 1 5	1398
5rk1/5ppp/1p1q4/p7/4b3/P2p2PP/1P1R1P2/3Q2KR w - - 2 33	1398
2k5/1pp4r/4Rp2/pP1p1P2/B2P2r1/2P3N1/5P1p/7K b - - 0 37	1195
r1N2rk1/p1p2ppp/1p6/n2Pp3/8/1PP2NP1/P3bPBP/R1B3K1 b - - 0 17	1398
2r5/p1p1k3/1pQp4/1B2p2p/7P/7q/PPP3rB/2K4R b - - 3 30	1317
3r4/5p2/3P4/8/5P2/7k/5K1p/3R4 w - - 1 51	1398
6k1/ppp3pp/2n3q1/3n1r2/4p3/1P5P/PBPQ1PP1/R4RK1 w - - 2 19	1358
r4rk1/p4p1p/2pp2pq/2p5/2P1Pp2/1P1PRQ2/P4P2/R4NK1 w - - 0 21	1398
8/5pk1/6p1/4P2p/1P1p3P/2q3P1/4Q1K1/8 w - - 1 38	1398
7r/pk4p1/1p2p1p1/4p1P1/1PPnP3/2N2P2/R5Pr/2K3R1 w - - 11 33	1398
8/1p3kp1/p1p5/2P3P1/1P2p3/P3P1K1/3P2R1/5r2 w - - 1 36	1398
5r1r/p2b2p1/2p3k1/2Pp4/P2Pp1n1/2Q1P3/6P1/1R2NNK1 w - - 4 28	910
5rk1/5ppp/8/3Q4/5R2/4R1KP/1qP2PP1/r7 b - - 0 32	793
1r5k/6p1/7p/Q7/4p2P/2P1q3/PP1R1r2/2KR4 b - - 0 25	1398
8/8/3kp3/5p2/2KP1P1p/7P/8/8 w - - 7 56	1398
8/5k2/R7/6PK/7P/8/p3r3/8 w - - 1 45	1263
8/4Rp2/p1Nnk3/7p/5P2/6P1/r6P/6K1 b - - 6 36	1364
6k1/2q1ppbp/Q1n3p1/2P2b2/8/4BN2/1r2BPPP/3R2K1 w - - 0 20	1398
r6k/p1p2Q1p/2p3p1/2P5/1P5q/4P2b/P2B1R2/1R5K w - - 2 23	1004
k7/1b6/4R1pp/q2rPp2/5P2/3B4/1QPK2P1/8 w - - 1 37	1344
8/8/2k5/3n2K1/4N1P1/5p2/8/8 w - - 1 62	1398
3q1r1k/5ppp/p3pP1R/1p1pP3/6Q1/PPr5/2P3PP/7K b - - 0 28	870
8/3qr1k1/4Rb2/p4Pp1/1pP1Q1P1/1P1p4/P2B2K1/8 w - - 0 35	1331
4r3/5R2/p3r1p1/1p1p2k1/2pP2P1/P1P2R2/1P4PK/8 b - - 2 46	1220
8/8/2n2kp1/2PK4/5P2/1P6/8/8 b - - 8 46	1263
2kr3r/ppp1nppp/4p3/1QN5/3P1q2/2P5/PP3PPP/R4RK1 b - - 6 15	870
8/8/2K3k1/5pp1/8/5PBp/8/8 w - - 2 55	1398
r1b2rk1/ppq2ppp/2pP4/2nn4/5P1N/2BB4/P1P3PP/R2QR1K1 b - - 0 17	1398
rnbqkn1r/1p3pp1/p3pb1p/7P/3pN1Q1/3B1N2/PP3PP1/R1B1K2R b KQkq - 1 14	1398
2k2q2/ppp1n3/8/3pP2P/8/2P1Q3/PPB2r2/2K4R w - - 2 26	1161
8/8/5k2/4p2K/4PP2/1pnB4/8/8 w - - 0 47	1398
2r2rk1/5p2/p4bp1/7q/2Q3R1/8/PP1B1PPP/1R4K1 w - - 3 26	1398
3rQ2k/6q1/7p/2pB4/1p6/1P5P/2r2PP1/4R1K1 b - - 1 31	1396
